Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Image,Card Text,Time to read,Featured,Author,Tag,Rich Text,Published Date
Proposed increase to Company Size thresholds from 6th April 2025,2025-company-size-thresholds,65650a781e171fce3fdc8e4f,65650a781e171fce3fdc8d9c,671bc49d5b3cdd64d28ef0a2,FALSE,FALSE,Fri Oct 25 2024 16:17:33 GMT+0000 (Coordinated Universal Time),Tue Feb 11 2025 19:40:37 GMT+0000 (Coordinated Universal Time),Tue Feb 11 2025 19:40:37 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/62df093c43d61773fe274994/671bc61da75381eb4fbb8941_2025%20company%20size%20thresholds.jpg,"The UK government is planning to increase the thresholds that determine the size categories for companies. Originally announced by the Conservative government in March 2024, on 14th October 2024 the new Labour government confirmed it would stick to the plans and increase the thresholds.",5,FALSE,clever-accounts,business-news,"<p id="""">The UK government is planning to increase the thresholds that determine the size categories for companies. Originally announced by the Conservative government in March 2024, on 14th October 2024 the new Labour government confirmed it would stick to the plans and increase the thresholds.</p><p id="""">This change, set to start on 6 April 2025, means companies might be classified into smaller categories, simplifying their financial reporting requirements, and saving money. </p><p id="""">The proposed new thresholds are below, two out of the three must apply:</p><h3 id="""">Current Company Size Thresholds</h3><div data-rt-embed-type='true'><table><thead>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
  <th style=""
    padding: 5px;
    border: 1px solid black;
""></th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Annual Turnover</th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Balance Sheet Total</th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Average No of Employees</th>
  </tr>
  </thead>
  <tbody>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Micro-entities</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £632,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £316,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Less than 10</td>
  </tr>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Small companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £10,200,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £5,100,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Less than 50</td>
  </tr>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Medium companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £36,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £18,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Less than 250</td>
  </tr>
   <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Large companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Above £18,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Above £36,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">More than 250</td>
  </tr>
</tbody>
</table></div><h3 id="""">Proposed Company Size Thresholds from 6th April 2025</h3><div data-rt-embed-type='true'><table><thead>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
  <th style=""
    padding: 5px;
    border: 1px solid black;""></th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Annual Turnover</th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Balance Sheet Total</th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Average No of Employees</th>
  </tr>
  </thead>
  <tbody>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Micro-entities</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £1,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £500,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Less than 10</td>
  </tr>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Small companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £15,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £7,500,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Less than 50</td>
  </tr>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Medium companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £54,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £27,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Less than 250</td>
  </tr>
   <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Large companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Above £27,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Above £54,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">More than 250</td>
  </tr>
</tbody>
</table></div><p>‍</p><p>The changes will also apply to Group companies:</p><h3 id="""">Current Group Size Thresholds</h3><div data-rt-embed-type='true'><table><thead>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
  <th style=""
    padding: 5px;
    border: 1px solid black;""></th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Annual Turnover</th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Balance Sheet Total</th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Average No of Employees</th>
  </tr>
  </thead>
  <tbody>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Micro-entities</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">N/A</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">N/A</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">N/A</td>
  </tr>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Small companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £12,200,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £6,100,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Less than 50</td>
  </tr>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Medium companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £43,200,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £21,600,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Less than 250</td>
  </tr>
   <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Large companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Above £43,200,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Above £21,600,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">More than 250</td>
  </tr>
</tbody>
</table></div><h3 id="""">Proposed Company Size Thresholds from 6th April 2025</h3><div data-rt-embed-type='true'><table><thead>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
  <th></th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Annual Turnover</th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Balance Sheet Total</th>
    <th style=""
    padding: 5px;
    border: 1px solid black;"">Average No of Employees</th>
  </tr>
  </thead>
  <tbody>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Micro-entities</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">N/A</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">N/A</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">N/A</td>
  </tr>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Small companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £18,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £9,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Less than 50</td>
  </tr>
  <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Medium companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £64,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Below £32,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Less than 250</td>
  </tr>
   <tr style=""
    padding: 5px;
    border: 1px solid black;
"">
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Large companies</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Above £64,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">Above £32,000,000</td>
    <td style=""
    padding: 5px;
    border: 1px solid black;"">More than 250</td>
  </tr>
</tbody>
</table></div><p>‍</p><p id="""">Around 132,000 companies could benefit from these changes, potentially saving them over £240 million annually.</p><p id="""">This move aims to ease the financial and administrative burden on businesses, specifically the audit exemption thresholds which is directly linked to the small companies threshold. This means that from 6th April 2025, most companies classified as ‘Small’ &nbsp;(two out of the three; an Annual Turnover less than £15 million, a Balance Sheet total of less than £7.5million or less than 50 Employees) will not be required to get an audit for their annual accounts.</p><p id="""">‍</p>",Fri Oct 25 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
Autumn Budget 2025 Now Scheduled for November,autumn-budget-2025-scheduled,65650a781e171fce3fdc8e4f,65650a781e171fce3fdc8d9c,68b8414c3d46d44c8a41d21d,FALSE,FALSE,Wed Sep 03 2025 13:23:24 GMT+0000 (Coordinated Universal Time),Wed Sep 03 2025 14:05:11 GMT+0000 (Coordinated Universal Time),Fri Sep 05 2025 12:08:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/62df093c43d61773fe274994/68b84b152120ae4d51c05478_UK%20Budget%202025.png,"The Treasury has announced that the Autumn Budget 2025 will be delivered on the 26th November 2025. The Autumn Budget is a significant event in the nation's financial calendar that will have implications for businesses and individuals alike. This year's Budget, now confirmed for a later date than usual, is particularly noteworthy given the current economic climate and the government's fiscal priorities.",5 Minutes,FALSE,david-crossley,news,"<p id="""">The Treasury has announced that the Autumn Budget 2025 will be delivered on the 26th November 2025. The Autumn Budget is a significant event in the nation's financial calendar that will have implications for businesses and individuals alike. This year's Budget, now confirmed for a later date than usual, is particularly noteworthy given the current economic climate and the government's fiscal priorities.</p><h3 id="""">When is the 2026 Budget?</h3><p id="""">The Autumn Budget 2025 is now confirmed for Wednesday 26th November 2025. This date has been officially announced by the Treasury on Tuesday 3rd September 2025. The statement will be delivered by the Chancellor of the Exchequer Rachel Reeves, following Prime Minister's Questions.</p><h3 id="""">Why is it Later Than Normal?</h3><p id="""">The timing of this year's Budget is largely a result of the recent general election on 4th July 2024. The new government is taking on the significant task of a spending review to set departmental budgets for the coming years. This process is complex and takes time, and holding the Budget later in the autumn provides the government with the necessary time to carefully consider its spending plans and policy changes. The decision to have a single major fiscal event each year also contributes to this later timing, providing greater stability and certainty for businesses and families. The Chancellor must also provide the independent Office for Budget Responsibility (OBR) with 10 weeks' notice to prepare its economic and public finance forecasts.</p><h3 id="""">What is the UK Budget?</h3><p id="""">The UK Budget serves as the government's annual financial blueprint, presented to the House of Commons by the Chancellor of the Exchequer. It outlines the nation's fiscal health and proposes key changes to both taxation and public spending. The Budget details how the government intends to generate revenue, primarily through taxes like income tax, National Insurance, and VAT, while also setting out how these funds will be allocated across essential public services such as the NHS, education, and defence. The plan is grounded in economic forecasts provided by the independent Office for Budget Responsibility, which offers a comprehensive analysis of the UK's economic health and future outlook.</p><p id="""">Ultimately, the Budget is a pivotal event that shapes the country's economic and financial trajectory. It's the mechanism through which the government strives to balance its finances, ensuring that it raises enough money to meet its spending commitments. Importantly, the proposals announced during the Budget are not immediately implemented as law; they must first undergo a parliamentary process and be passed as a Finance Bill. This ensures that the government's tax and spending policies, which significantly impact businesses and individuals, are subject to proper debate and legislative approval.</p><h3 id="""">Expected Announcements</h3><p id="""">While the details of the Budget are still under wraps and nearly three months away, various sources and political commentary suggest several key areas for potential announcements, please take with a pinch of salt though, at this early stage:</p><p id=""""><strong id="""">Business Rates:</strong> The government has previously stated its intention to introduce permanently lower tax rates for retail, hospitality, and leisure properties from 2026-27. We may see further details on the long-term overhaul of the business rates system, with a potential shift in the tax burden towards large online warehouses to support high streets.</p><p id=""""><strong id="""">Taxation and Levies:</strong> Expect announcements aimed at raising revenue. Potential measures include:</p><p id=""""><strong id="""">Fuel Duty:</strong> The current freeze on fuel duty is set to expire in March 2026. There's growing pressure to end this freeze and increase the levy in line with inflation, which could impact transportation costs for businesses and individuals.</p><p id=""""><strong id="""">Vaping Duty:</strong> A new excise duty on vaping products is set to be introduced from 1st October 2026. The Budget may provide more clarity on the rates and implementation of this new tax.</p><p id=""""><strong id="""">Wealth and Non-Dom Tax:</strong> The government is pushing ahead with its abolition of the non-dom tax status. While the initial fears of an ""exodus"" have been somewhat allayed, we may see further details on the new rules. A broader ""wealth tax"" on high-value assets has also been floated as a possibility, although its inclusion remains uncertain.</p><p id=""""><strong id="""">Pensions and Savings:</strong> The government has made it clear it wants to encourage more people to invest. Therefore, a review of Individual Savings Accounts (ISAs) is underway, and we could see changes to the overall limits or the balance between cash and stocks and shares ISAs. There is also speculation about potential changes to tax-free cash from pensions or the scaling back of ""salary sacrifice"" arrangements.</p><p id="""">We will be closely following the Budget as it unfolds and will provide a detailed breakdown of all the key announcements and their implications for you and your business. We are on hand to offer advice and support to help you plan for any changes.</p>",Wed Sep 03 2025 00:00:00 GMT+0000 (Coordinated Universal Time)
"Autumn Budget 2024 – A tax raid, spending spree and increase in debt? ",autumn-budget-statement-2024,65650a781e171fce3fdc8e4f,65650a781e171fce3fdc8d9c,67227a239009db05b576f11a,FALSE,FALSE,Wed Oct 30 2024 18:25:39 GMT+0000 (Coordinated Universal Time),Fri Mar 07 2025 11:40:16 GMT+0000 (Coordinated Universal Time),Fri Mar 07 2025 11:40:16 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/62df093c43d61773fe274994/67cadaacb3831b90ed6125a5_Autumn%20Budget%202024.jpg,"Today, Rachel Reeves delivered her first budget, since becoming chancellor on 5th July 2024. We have detailed below what changes have been announced and provided a summary of the impacts on business at the end.",15,FALSE,david-crossley,business-news,"<p id="""">Today, Rachel Reeves delivered her first budget, since becoming chancellor on 5th July 2024. We have detailed below what changes have been announced and provided a summary of the impacts on business at the end.</p><h3 id="""">Summary</h3><p id="""">From a small and medium business perspective, there doesn’t look to be much positives. The increase in Employers NI will hit smaller businesses employing over four workers above minimum wage. A higher salary for those workers will rapidly exceed the benefit of the increase to the Employment Allowance. </p><p id="""">The Capital Gains rates being tapered, will be a relief to some smaller businesses looking to close, or investors looking to dispose of assets, prior to the tax year end. </p><p id="""">The discounted business rates relief of 40%, up to a maximum discount of £110,000 will be beneficial to no business, as it means that many businesses will see their business rates nearly double, rather than quadruple as had previously been planned, had an extension not been provided.</p><p id="""">No extension of income tax and NI thresholds beyond the decisions of the previous government means a tax increase in real terms on the amount of money you receive, as costs increase. Increasing the personal tax thresholds in line with inflation for 2028-29 will be a welcome move, though we are still 3 and half years away, just in time for an election campaign! </p><p id="""">Some may be satisfied with the Fuel Duty being frozen again, at 52.95p per litre, however this has been frozen or reduced every year since 2011.</p><p id="""">The silver lining may be the additional investment in many sectors, which could lead to job growth and opportunities for small businesses and contractors. Yes the budget could be seen as a raid on business, but small businesses were ‘mostly’ protected. &nbsp;</p><p id=""""> </p><p id="""">Concerns have already been raised about the future planning for the level of spending in the budget, compared to the lack of long term recovery against the spending, and will be reviewed and explored over the coming days and weeks. &nbsp; </p><p id=""""><strong>Please join the Post Budget Overview and Future Planning Online Seminar from Prospera Wealth Management LLP tomorrow 31st October at 6pm, by using the Registration Link here. </strong></p><h3 id="""">National Insurance</h3><ul><li>Employers NI will increase by 1.2% to 15% from April 2025.</li><li>Secondary threshold reduced from £9,100 to £5,000.</li><li>Employment allowance will increase from £5,000 to £10,500. Meaning, £865,000 won’t pay any national insurance at all. Effectively employee four staff on minimum wage without having to pay employers NI. </li></ul><h3 id="""">Capital Gains Tax</h3><ul><li>Standard rate increases from 10% to 18%, and the higher rate up to 24%.</li><li>BADR to remain at £1,000,000 lifetime allowance.</li><li>BADR to remain at 10% to 5th April 2025 and increased to 14% from 6th April 2025 to 5th April 2026. &nbsp;Then increased to 18% from 6th April 2026. &nbsp;</li><li>Increase in Capital Gains Tax rates on carried interest to 32% from April 2025 and, from April 2026, the government will deliver further reforms.</li></ul><h3 id="""">Inheritance Tax</h3><ul><li>Extension of the inheritance tax threshold freeze for a further two years to 2030. This means the first £325,000 of any estate can be inherited tax-free, rising to £500,000 if the estate includes a residence passed to direct descendants. Therefore, there is a £1m tax free allowance when the estate passed to a surviving spouse or civil partner.</li><li>They will bring inherited pensions into inheritance tax from April 2027, and will reform Agricultural Property Relief and Business Property Relief.</li><li>From April 2026, the first £1m of combined business and agricultural assets will continue to attract no inheritance tax at all, but for assets over £1m, inheritance tax will apply with 50% relief, at an effective rate of 20%, she says.</li></ul><h3 id="""">Business Rates</h3><ul><li>The current 75% discount to business rates which was due to expire in April 2025, will be replaced by a discount of 40%, up to a maximum discount of £110,000. </li></ul><h3 id="""">Income Tax</h3><ul><li>No extension of income tax and NI thresholds beyond the decisions of the previous government. </li><li>From 2028-29, personal tax thresholds will be uprated in line with inflation.</li><li>Minimum Wage and Living Wage increased to £12.21 from April 2025. &nbsp;</li></ul><h3 id="""">Tobacco Duty</h3><ul id=""""><li id="""">The government will renew the tobacco duty escalator at RPI +2%</li><li id="""">Increase in duty by 10% on hand-rolled tobacco.</li><li id="""">Introduction of a flat-rate duty on all vaping liquid from 2026</li><li id="""">One off increase in tobacco duty to maintain the incentive for smokers to give up smoking.</li></ul><h3 id="""">Fuel Duty</h3><ul id=""""><li id="""">Frozen again, at 52.95p per litre.</li></ul><h3 id="""">Alcohol Duty</h3><ul id=""""><li id="""">Draft Duty charged on drinks poured in a pub, will be cut by 1.7%</li><li id="""">Alcohol duty rates on non-draught products will increase in line with RPI from February next year.</li></ul><h3 id="""">Non-Doms</h3><ul id=""""><li id="""">The Non-Domiciled (Non-Doms) Tax Regime to be abolished from 5th April 2025</li></ul><h3 id="""">Stamp duty</h3><p id="""">The government will increase the stamp duty land surcharge for second-homes by 2% to 5% from tomorrow. </p><h3 id="""">Windfall tax</h3><ul id=""""><li id="""">The windfall tax on oil and gas profits will increase to 38%, and will now expire in March 2030.</li><li id="""">The government will remove the 29% investment allowance, to ensure, that oil and gas industry can protect jobs and support the UK's energy security.</li></ul><h3 id="""">Private School VAT </h3><ul id=""""><li id="""">As expected, VAT will be charged on private school fees from January 2025</li><li id="""">The government will soon introduce legislation to remove their business rates relief on private schools, from April 2025.</li></ul><h3 id="""">Education</h3><ul id=""""><li id="""">Breakfast clubs investment to be tripled.</li><li id="""">£2.3bn funding for more teachers and £300m for further education.</li><li id="""">£1.0bn Investment in special education. </li><li id="""">£2.1bn to improve school maintenance. </li><li id="""">£1.4bn to rebuild 500 schools in “the greatest need”. &nbsp;</li></ul><h3 id="""">Defence</h3><ul id=""""><li id="""">Total increase to MOD budget of 2.9bn to exceed commitments to NATO</li><li id="""">£3bn to Ukraine, for ‘as long as it takes’. </li><li id="""">Holocaust education charities to receive additional funding. </li></ul><h3 id="""">Policing</h3><ul id=""""><li id="""">Scrapping of immunity for low level shoplifting, introduced by the conservatives. </li><li id="""">Additional training for police officers.</li><li id="""">Creation of a specific offence, for attacks on shopworkers.</li></ul><h3 id="""">Devolved Governments</h3><ul id=""""><li id="""">The government will support public services across the United Kingdom, in Scotland, Wales and Northern Ireland, the Budget provides devolved governments with the largest real-terms funding settlement, since devolution. They will provide £3.4bn for the Scottish government to improve public services in Scotland, £1.7bn to the Welsh government, and £1.5bn to the Northern Ireland executive, in 2025-26.</li></ul><h3 id="""">Local Government</h3><p id="""">The government will increase funding significantly for local governments next year. Greater Manchester and the West Midlands will be the first mayoral authorities to receive integrated settlements from next year, which will give mayors ""meaningful control of the funding for their local areas"".</p><h3 id="""">Space</h3><ul id=""""><li id="""">£1bn investment in infrastructure and building in the Aerospace Sector.</li></ul><h3 id="""">Transport </h3><ul id=""""><li id="""">£2bn for the automotive sector.</li><li id="""">£500m increase for road maintenance next year to deliver on the commitment to fix an additional one million potholes each year.</li><li id="""">£650m of local transport funding for roads.</li><li id="""">Bus travel capped at £3, increasing from £2.</li><li id="""">Trans-Pennine upgrade to connect York, Leeds, Huddersfield and Manchester, ""delivering fully electric local and regional services between Manchester and Stalybridge by the end of this year.""</li><li id="""">The government will deliver East-West Rail to drive growth between Oxford, Milton Keynes and Cambridge.</li><li id="""">On HS2, the high speed rail project, they are committing the funding to begin tunnelling work to London Euston.</li></ul><h3 id="""">Government Investment</h3><ul id=""""><li id="""">Additional £100bn in capital spending including transport projects and GB Energy.</li><li id="""">The OBR has stated they expect this to increase GDP by 1.4% in the long term. </li><li id="""">Life Sciences Innovative manufacturing fund.</li></ul><h3 id="""">Housing </h3><ul id=""""><li id="""">£5bn investment in house building.</li><li id="""">Increase the supply of local housing.</li><li id="""">supply of affordable housing is set to increase.</li><li id="""">Reduce right to buy discounts.</li><li id="""">Local uthorities, meanwhile, will retain receipts from the sale of any social housing.</li></ul><p id="""">‍</p>",Wed Oct 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
